OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
839,33904,1315,36,Lee,Lee-33904,Cape Coral,Cape Coral,539,Lee-33904,"Cape Coral, Windermere",1156,1156,0.266641204720967,0.00395323264786485
840,33905,1316,36,Lee,Lee-33905,Fort Myers,"Fort Myers, Buckingham, Fort Myers Shores, Lehigh Acres, North Fort Myers, Olga, Tice",540,Lee-33905,"Buckingham, Fort Myers, Tice",1838,1838,0.513441325390583,0.0102467863663501
841,33907,1317,36,Lee,Lee-33907,Fort Myers,"Fort Myers, Cypress Lake, Page Park, Pine Manor, Villas, Whiskey Creek",541,Lee-33907,Fort Myers,1191,1191,0.240957207745275,0.00183496082287511
842,33908,1318,36,Lee,Lee-33908,Fort Myers,"Fort Myers Beach, Cypress Lake, Estero, Harlem Heights, Iona, McGregor, Punta Rassa, San Carlos Park, Villas",542,Lee-33908,Fort Myers,1642,1642,1.52599460973785,0.0106749107855001
843,33909,1319,36,Lee,Lee-33909,Cape Coral,"Cape Coral, Burnt Store Marina, North Fort Myers",543,Lee-33909,Cape Coral,1470,1470,0.37286076546491,0.00468027602665533
844,33912,1320,36,Lee,Lee-33912,Fort Myers,"Fort Myers, San Carlos Park, Three Oaks, Villas",544,Lee-33912,"Cape Coral, Fort Myers, Orlando, San Carlos Park, South Fort Myers",1149,1149,0.343946725406875,0.00532982961621492
845,33913,1322,36,Lee,Lee-33913,Fort Myers,"Fort Myers, Estero, Gateway, Lehigh Acres, Three Oaks",545,Lee-33913,"Fort Myers, Kearny, Miromar Lakes, Orlando, University Of Central Florida",978,978,0.891780936849789,0.0254275638874561
846,33914,1323,36,Lee,Lee-33914,Cape Coral,"Cape Coral, Matlacha Isles-Matlacha Shores",546,Lee-33914,Cape Coral,1454,1454,0.746089686606514,0.00652532908349983
847,33916,1324,36,Lee,Lee-33916,Fort Myers,Fort Myers,547,Lee-33916,"Fort Myers, Orlando",1659,1659,0.29261915948399,0.00279284592505032
848,33917,1325,8,Charlotte,Charlotte-33917,North Fort Myers,North Fort Myers,140,Charlotte-33917,North Fort Myers,<5,-2,0.320137504032709,0.00132266729341032
849,33917,1326,36,Lee,Lee-33917,North Fort Myers,"Cape Coral, North Fort Myers, Palmona Park, Suncoast Estates",548,Lee-33917,"Fort Myers, North Fort Myers, Orlando",827,827,0.497674080549032,0.0124037810795095
850,33919,1327,36,Lee,Lee-33919,Fort Myers,"Fort Myers, Cypress Lake, Iona, McGregor, Pine Manor, Villas, Whiskey Creek",549,Lee-33919,"Fort Myers, Orlando",1064,1064,0.25967949796289,0.00268794788823505
851,33920,1330,36,Lee,Lee-33920,Alva,"Alva, Buckingham, Charleston Park, Fort Denaud, Fort Myers Shores, Lehigh Acres, North Fort Myers, Olga",550,Lee-33920,"Alva, Babcock Ranch",213,213,0.621137026171652,0.0149839254283269
852,33921,1332,36,Lee,Lee-33921,Boca Grande,Boca Grande,551,Lee-33921,Boca Grande,36,36,1.1085211086682,0.00163459701110007
853,33922,1333,36,Lee,Lee-33922,Bokeelia,"Bokeelia, Pine Island Center, Pineland, St. James City",552,Lee-33922,Bokeelia,78,78,1.66753927820809,0.0042312039901501
854,33924,1334,36,Lee,Lee-33924,Captiva,"Sanibel, Captiva",553,Lee-33924,Captiva,<5,-2,0.475301982981403,0.000681488636440148
855,33928,1336,36,Lee,Lee-33928,Estero,"Bonita Springs, Estero",554,Lee-33928,Estero,924,924,1.15207687508691,0.0165084618775281
856,33931,1337,36,Lee,Lee-33931,Fort Myers Beach,"Fort Myers Beach, Bonita Springs, Iona",555,Lee-33931,"Bonita Springs, Fort Myers Beach",354,354,0.745392227090501,0.00153036050205032
857,33935,1340,22,Glades,Glades-33935,Labelle,"LaBelle, Fort Denaud",381,Glades-33935,"Fort Denaud, Labelle, Moore Haven",25,25,0.754543835749053,0.0145368240304693
858,33935,1341,26,Hendry,Hendry-33935,Labelle,"LaBelle, Alva, Fort Denaud, Port LaBelle",396,Hendry-33935,"Fort Denaud, Labelle",1065,1065,1.66372512219772,0.115029312555766
859,33936,1343,26,Hendry,Hendry-33936,Lehigh Acres,Lehigh Acres,397,Hendry-33936,,0,0,0.0843828892971541,0.000255198972408579
860,33936,1344,36,Lee,Lee-33936,Lehigh Acres,Lehigh Acres,556,Lee-33936,"Lehigh, Lehigh Acres",1035,1035,0.451367484657026,0.00274688591901333
861,33944,1345,22,Glades,Glades-33944,Palmdale,Palmdale,382,Glades-33944,Palmdale,15,15,0.219004255056543,0.00142250818905969
862,33946,1346,8,Charlotte,Charlotte-33946,Placida,Rotonda,141,Charlotte-33946,"Cape Haze, Placida",61,61,2.71110819079409,0.00913235951526679
863,33947,1348,8,Charlotte,Charlotte-33947,Rotonda West,"Grove City, Rotonda",142,Charlotte-33947,"Cape Haze, Orlando, Placida, Rotunda West",252,252,0.348975198034213,0.00291962024851034
864,33948,1349,8,Charlotte,Charlotte-33948,Port Charlotte,Port Charlotte,143,Charlotte-33948,"Orlando, Port Charlotte",535,535,0.75775653551894,0.00576083020279939
865,33950,1350,8,Charlotte,Charlotte-33950,Punta Gorda,"Punta Gorda, Charlotte Park, Cleveland, Solana",144,Charlotte-33950,Punta Gorda,627,627,0.554793718935956,0.00594217122338511
866,33952,1351,8,Charlotte,Charlotte-33952,Port Charlotte,"Charlotte Harbor, Port Charlotte",145,Charlotte-33952,"Fort Charlotte, Port Charlotte",1002,1002,0.343187060372194,0.00366603778599482
867,33953,1352,8,Charlotte,Charlotte-33953,Port Charlotte,"North Port, Port Charlotte",146,Charlotte-33953,Port Charlotte,163,163,0.375249327469344,0.00464487276427712
868,33954,1354,8,Charlotte,Charlotte-33954,Port Charlotte,"North Port, Port Charlotte",147,Charlotte-33954,Port Charlotte,420,420,0.330492214574481,0.00214278740008614
869,33955,1356,8,Charlotte,Charlotte-33955,Punta Gorda,"Punta Gorda, Burnt Store Marina, Charlotte Park",148,Charlotte-33955,Punta Gorda,236,236,1.77257433217359,0.0131577533447968
870,33955,1357,36,Lee,Lee-33955,Punta Gorda,"Cape Coral, Burnt Store Marina, North Fort Myers",557,Lee-33955,Punta Gorda,<5,-2,0.223258498518736,0.000276957741320989
871,33956,1358,36,Lee,Lee-33956,Saint James City,"Pine Island Center, St. James City",558,Lee-33956,Saint James City,67,67,1.31319116284178,0.00380492586719991
872,33957,1359,36,Lee,Lee-33957,Sanibel,"Sanibel, Captiva",559,Lee-33957,Sanibel,93,93,1.33255554405299,0.00411056217002008
873,33960,1362,22,Glades,Glades-33960,Venus,Venus,383,Glades-33960,,0,0,1.02098106807398,0.00542517210325307
874,33960,1363,28,Highlands,Highlands-33960,Venus,Venus,418,Highlands-33960,Venus,12,12,1.39734279427078,0.047540566100695
875,33965,1364,36,Lee,Lee-33965,Fort Myers,Estero,560,Lee-33965,"Florida Gulf Coast Univ, Fort Myers",171,171,0.071281158704631,0.000285423847295281
876,33966,1365,36,Lee,Lee-33966,Fort Myers,"Fort Myers, Villas",561,Lee-33966,"Alva, Bonita, Fort Myers, North Fort Myers, Orlando",738,738,0.207843566164109,0.0018338397687497
877,33967,1366,36,Lee,Lee-33967,Fort Myers,"Estero, San Carlos Park, Three Oaks",562,Lee-33967,"Estero, Fort Myers, San Carlos Park, South Fort Myers, Winter Garden",1242,1242,0.201496916775587,0.00188574215583026
878,33971,1367,36,Lee,Lee-33971,Lehigh Acres,"Fort Myers, Buckingham, Gateway, Lehigh Acres",563,Lee-33971,"Lehigh, Lehigh Acres",1544,1544,0.384900369845902,0.00395819440775547
879,33972,1369,36,Lee,Lee-33972,Lehigh Acres,"Alva, Lehigh Acres",564,Lee-33972,"Lehigh, Lehigh Acres",576,576,0.405781226427155,0.00603543863675359
880,33973,1370,36,Lee,Lee-33973,Lehigh Acres,"Fort Myers, Gateway, Lehigh Acres",565,Lee-33973,"Lehigh, Lehigh Acres",590,590,0.133831104969273,0.000911121449240183
881,33974,1372,36,Lee,Lee-33974,Lehigh Acres,Lehigh Acres,566,Lee-33974,"Fort Myers, Lehigh, Lehigh Acres",746,746,0.39700494456674,0.00545036836241798
882,33976,1373,36,Lee,Lee-33976,Lehigh Acres,Lehigh Acres,567,Lee-33976,"Lehigh, Lehigh Acres",917,917,0.195623039047709,0.00218038042746513
883,33980,1374,8,Charlotte,Charlotte-33980,Punta Gorda,"Charlotte Harbor, Port Charlotte",149,Charlotte-33980,"Port Charlotte, Punta Gorda",594,594,0.243625582203405,0.00273703444421989
884,33981,1375,8,Charlotte,Charlotte-33981,Port Charlotte,"North Port, Englewood",150,Charlotte-33981,"Orlando, Port Charlotte",312,312,0.548620069325799,0.00708483148363971
885,33982,1377,8,Charlotte,Charlotte-33982,Punta Gorda,"Cleveland, North Fort Myers, Solana",151,Charlotte-33982,"Babcock Ranch, Punta Gorda",288,288,1.498602611062,0.106807936397755
886,33983,1381,8,Charlotte,Charlotte-33983,Punta Gorda,Harbour Heights,152,Charlotte-33983,"Dallas, Port Charlotte, Punta Gorda",549,549,0.225766543148263,0.00277464082246294
887,33990,1383,36,Lee,Lee-33990,Cape Coral,"Cape Coral, Lochmoor Waterway Estates",568,Lee-33990,"Cape Coral, Orlando",1385,1385,0.240434205683834,0.0025972376740601
888,33991,1384,36,Lee,Lee-33991,Cape Coral,"Cape Coral, Matlacha Isles-Matlacha Shores",569,Lee-33991,"Cape Coral, Orlando",1171,1171,0.380490397926735,0.00357429404913515
889,33993,1386,36,Lee,Lee-33993,Cape Coral,"Cape Coral, Burnt Store Marina, Matlacha, Matlacha Isles-Matlacha Shores",570,Lee-33993,"Cape Coral, Fort Myers, Matlacha, Orlando",1240,1240,2.30258538652786,0.0122656732197808
890,34102,1387,11,Collier,Collier-34102,Naples,Naples,181,Collier-34102,Naples,559,559,0.623789742984127,0.00139178608357562
891,34103,1388,11,Collier,Collier-34103,Naples,"Naples, Pelican Bay",182,Collier-34103,"Naples, Orlando",411,411,0.28107690739642,0.00083458915793488
892,34104,1389,11,Collier,Collier-34104,Naples,Naples,183,Collier-34104,"Naples, Winter Park",1392,1392,0.247527841546745,0.00240085110534493
893,34105,1390,11,Collier,Collier-34105,Naples,Naples,184,Collier-34105,Naples,579,579,0.22471515414852,0.00251764480202475
894,34108,1391,11,Collier,Collier-34108,Naples,"Naples, Naples Park, Pelican Bay, Pine Ridge",185,Collier-34108,Naples,525,525,0.247886034603673,0.00195462795337968
895,34109,1392,11,Collier,Collier-34109,Naples,"Pine Ridge, Vineyards",186,Collier-34109,"Naples, Winter Park",1165,1165,0.231442242894451,0.00315632623479528
896,34110,1393,11,Collier,Collier-34110,Naples,"Bonita Springs, Naples Park",187,Collier-34110,Naples,875,875,0.331595366048376,0.00391921177777321
897,34110,1394,36,Lee,Lee-34110,Naples,Bonita Springs,571,Lee-34110,,0,0,0.168710517882399,0.000198651585326661
898,34112,1395,11,Collier,Collier-34112,Naples,"Naples, Lely, Lely Resort",188,Collier-34112,Naples,1247,1247,0.533878199977776,0.00408840199734967
899,34113,1396,11,Collier,Collier-34113,Naples,"Naples, Lely, Lely Resort, Naples Manor, Verona Walk",189,Collier-34113,"Naples, Orlando",1252,1252,1.73730735160852,0.00818491031547481
900,34114,1397,11,Collier,Collier-34114,Naples,"Everglades, Marco Island, Lely Resort, Verona Walk",190,Collier-34114,Naples,802,802,6.19891507642322,0.0537657271192497
901,34116,1398,11,Collier,Collier-34116,Naples,Golden Gate,191,Collier-34116,Naples,2351,2351,0.191301756786189,0.00228395637799558
902,34117,1399,11,Collier,Collier-34117,Naples,Golden Gate,192,Collier-34117,Naples,806,806,1.38218837826266,0.0592965051832051
903,34119,1400,11,Collier,Collier-34119,Naples,"Bonita Springs, Island Walk, Vineyards",193,Collier-34119,"Naples, Orlando",1335,1335,0.331432259467462,0.00541292588146583
904,34119,1401,36,Lee,Lee-34119,Naples,Bonita Springs,572,Lee-34119,Naples,<5,-2,0.097599674803993,0.000115442795927235
905,34120,1402,11,Collier,Collier-34120,Naples,"Bonita Springs, Immokalee, Orangetree",194,Collier-34120,"Naples, Orlando",1981,1981,0.820816176001534,0.033211116526259
906,34134,1404,11,Collier,Collier-34134,Bonita Springs,Bonita Springs,195,Collier-34134,"Bonita Springs, Naples",16,16,0.181724222249098,0.000383701817235689
907,34134,1405,36,Lee,Lee-34134,Bonita Springs,"Bonita Springs, Estero",573,Lee-34134,"Bonita Beach, Bonita Springs, Estero",380,380,0.973237226266555,0.00308126613914073
908,34135,1407,36,Lee,Lee-34135,Bonita Springs,"Bonita Springs, Estero",574,Lee-34135,"Bonita Springs, Estero, Orlando",1744,1744,0.606453527539081,0.00874559010882996
909,34138,1408,11,Collier,Collier-34138,Chokoloskee,Chokoloskee,196,Collier-34138,Chokoloskee,16,16,0.0488444737276844,5.67048450499688e-05
910,34139,1409,11,Collier,Collier-34139,Everglades City,Everglades,197,Collier-34139,Everglades City,8,8,0.217294608616305,0.00103349371576954
911,34140,1410,11,Collier,Collier-34140,Goodland,"Marco Island, Goodland",198,Collier-34140,Goodland,14,14,0.063580128783373,3.83421477249593e-05
912,34141,1412,11,Collier,Collier-34141,Ochopee,"Everglades, Plantation Island",199,Collier-34141,"Jerome, Ochopee",62,62,2.46772243818018,0.174053589544809
913,34142,1416,11,Collier,Collier-34142,Immokalee,Immokalee,200,Collier-34142,"Ave Maria, Immokalee",2653,2653,2.09777058700495,0.113931720592841
914,34142,1417,26,Hendry,Hendry-34142,Immokalee,Immokalee,398,Hendry-34142,,0,0,1.03111291914093,0.0285230007982824
915,34145,1419,11,Collier,Collier-34145,Marco Island,Marco Island,201,Collier-34145,Marco Island,440,440,2.04997462445416,0.00458166496302545
916,34201,1420,41,Manatee,Manatee-34201,Bradenton,Bradenton,609,Manatee-34201,"Bradenton, University Park",117,117,0.162004588190762,0.000850256362759988
917,34202,1421,41,Manatee,Manatee-34202,Bradenton,Bradenton,610,Manatee-34202,"Bradenton, Lakewood Ranch, Orlando",893,893,0.406588012487784,0.00541449028679485
918,34203,1423,41,Manatee,Manatee-34203,Bradenton,"Bayshore Gardens, Samoset, South Bradenton, West Samoset",611,Manatee-34203,"Braden River, Bradenton, Orlando, Winter Park",1805,1805,0.423206583105227,0.00383563647514488
919,34205,1424,41,Manatee,Manatee-34205,Bradenton,"Bradenton, South Bradenton, West Bradenton, West Samoset",612,Manatee-34205,"Bradenton, Orlando, West Bradenton",1616,1616,0.175874658834087,0.00174070402236532
920,34207,1425,41,Manatee,Manatee-34207,Bradenton,"Bayshore Gardens, South Bradenton, Whitfield",613,Manatee-34207,"Bayshore Gardens, Bradenton, Oakland, Orlando",1544,1544,0.202976401884271,0.0014810644205548
921,34208,1426,41,Manatee,Manatee-34208,Bradenton,"Bradenton, Ellenton, Samoset, South Bradenton, West Samoset",614,Manatee-34208,"Bradenton, Metter, Orlando, Samoset",2475,2475,0.341244445493551,0.00463608700761031
922,34209,1427,41,Manatee,Manatee-34209,Bradenton,"Bradenton, Cortez, West Bradenton",615,Manatee-34209,"Bradenton, Palma Sola",1311,1311,0.573253249925945,0.00341768823981024
923,34210,1428,41,Manatee,Manatee-34210,Bradenton,"Bradenton, Bayshore Gardens, Cortez, South Bradenton",616,Manatee-34210,"Bradenton, Ocoee, Orlando",698,698,0.486403308496392,0.00204055887081535
924,34211,1429,41,Manatee,Manatee-34211,Bradenton,Bradenton,617,Manatee-34211,"Bradenton, Lakewood Ranch",570,570,0.486560975713192,0.00879203613461468
925,34212,1430,41,Manatee,Manatee-34212,Bradenton,Bradenton,618,Manatee-34212,"Bradenton, Lakewood Ranch",904,904,0.508639502807941,0.00558559416894043
926,34215,1431,41,Manatee,Manatee-34215,Cortez,"Bradenton Beach, Holmes Beach, Cortez",619,Manatee-34215,Cortez,11,11,0.131605303398891,0.000136707657399943
927,34216,1432,41,Manatee,Manatee-34216,Anna Maria,Anna Maria,620,Manatee-34216,Anna Maria,30,30,0.196575437984326,0.000187627309899712
928,34217,1433,41,Manatee,Manatee-34217,Bradenton Beach,"Anna Maria, Bradenton Beach, Holmes Beach",621,Manatee-34217,"Bradenton Beach, Holmes Beach",136,136,0.49811232229356,0.000551769453279878
929,34219,1436,41,Manatee,Manatee-34219,Parrish,Wimauma,622,Manatee-34219,"Duette, Parrish",998,998,1.59764594941926,0.0537276072892897
930,34221,1438,41,Manatee,Manatee-34221,Palmetto,"Bradenton, Palmetto, Ellenton, Memphis, West Bradenton",623,Manatee-34221,"Bradenton, Orlando, Palmetto, Rubonia",2521,2521,1.90501931044566,0.0133089232407789
931,34222,1439,41,Manatee,Manatee-34222,Ellenton,"Palmetto, Ellenton, Memphis",624,Manatee-34222,"Ellenton, Orlando",547,547,0.271381714737924,0.00176682737118515
932,34223,1440,8,Charlotte,Charlotte-34223,Englewood,"North Port, Englewood, Manasota Key",153,Charlotte-34223,Englewood,<5,-2,0.425071969231923,0.000565484239124589
933,34223,1441,58,Sarasota,Sarasota-34223,Englewood,"North Port, Englewood, Manasota Key, South Venice",964,Sarasota-34223,Englewood,334,334,0.753592337007423,0.00759396276288962
934,34224,1442,8,Charlotte,Charlotte-34224,Englewood,"North Port, Englewood, Grove City, Manasota Key, Rotonda",154,Charlotte-34224,"Englewood, Grove City, Orlando",399,399,0.55042694877716,0.00303592499446667
935,34224,1443,58,Sarasota,Sarasota-34224,Englewood,North Port,965,Sarasota-34224,,0,0,0.302139429700017,0.00308669257933335
936,34228,1444,41,Manatee,Manatee-34228,Longboat Key,Longboat Key,625,Manatee-34228,"Long Boat Key, Longboat Key",99,99,0.423989833014827,0.000489388270637055
937,34228,1445,58,Sarasota,Sarasota-34228,Longboat Key,Longboat Key,966,Sarasota-34228,Longboat Key,5,5,0.379400338104586,0.000627302153433395
938,34229,1446,58,Sarasota,Sarasota-34229,Osprey,"Laurel, Osprey, Vamo",967,Sarasota-34229,Osprey,195,195,0.324512936335085,0.00148253803868482
939,34231,1447,58,Sarasota,Sarasota-34231,Sarasota,"Sarasota, Gulf Gate Estates, Ridge Wood Heights, Siesta Key, Southgate, South Gate Ridge, South Sarasota, Vamo",968,Sarasota-34231,"Orlando, Sarasota",1061,1061,0.391833658680136,0.00235593670744014
940,34232,1448,58,Sarasota,Sarasota-34232,Sarasota,"Sarasota, Bee Ridge, Fruitville, Kensington Park, Sarasota Springs, Southgate, South Gate Ridge, The Meadows",969,Sarasota-34232,Sarasota,1499,1499,0.217632232621009,0.00266808339351974
941,34233,1449,58,Sarasota,Sarasota-34233,Sarasota,"Bee Ridge, Gulf Gate Estates, Sarasota Springs, Southgate, South Gate Ridge",970,Sarasota-34233,"Orlando, Sarasota, West Villages",658,658,0.164455138611528,0.00145452534375479
942,34234,1450,58,Sarasota,Sarasota-34234,Sarasota,"Sarasota, Desoto Lakes, Kensington Park, North Sarasota",971,Sarasota-34234,Sarasota,1212,1212,0.187400971116074,0.00155249386291008
943,34235,1451,58,Sarasota,Sarasota-34235,Sarasota,"Sarasota, Desoto Lakes, Fruitville, Kensington Park, North Sarasota, The Meadows",972,Sarasota-34235,Sarasota,664,664,0.20946646928539,0.00170865200250006
944,34236,1452,58,Sarasota,Sarasota-34236,Sarasota,"Longboat Key, Sarasota",973,Sarasota-34236,Sarasota,511,511,0.535958309155324,0.00087749825369498
945,34237,1453,58,Sarasota,Sarasota-34237,Sarasota,"Sarasota, Kensington Park, North Sarasota, Southgate",974,Sarasota-34237,"Azalea Park, Orlando, Sarasota",1143,1143,0.124565147831428,0.000977494873615095
946,34238,1454,58,Sarasota,Sarasota-34238,Sarasota,"Bee Ridge, Gulf Gate Estates, Laurel, Osprey, South Gate Ridge, Vamo",975,Sarasota-34238,"Apopka, Orlando, Sarasota",596,596,0.295879118466296,0.00336096009927484
947,34239,1455,58,Sarasota,Sarasota-34239,Sarasota,"Sarasota, Ridge Wood Heights, Sarasota Springs, Southgate, South Gate Ridge, South Sarasota",976,Sarasota-34239,Sarasota,834,834,0.185015976177911,0.0010461148327401
948,34240,1456,41,Manatee,Manatee-34240,Sarasota,Sarasota,626,Manatee-34240,,<5,-2,0.365130785052577,0.000205588605978134
949,34240,1457,58,Sarasota,Sarasota-34240,Sarasota,"Fruitville, Lake Sarasota",977,Sarasota-34240,"Lakewood Ranch, Sarasota",486,486,0.697088689491386,0.0169126310087174
950,34241,1459,58,Sarasota,Sarasota-34241,Sarasota,"Venice, Lake Sarasota",978,Sarasota-34241,"Orlando, Sarasota",414,414,1.18890188406908,0.034789534635941
951,34242,1460,58,Sarasota,Sarasota-34242,Sarasota,"Sarasota, Osprey, Siesta Key, South Sarasota",979,Sarasota-34242,"Crescent Beach, Sarasota, Siesta Key",228,228,0.475737287583315,0.000906301119575053
952,34243,1461,41,Manatee,Manatee-34243,Sarasota,"Sarasota, Bayshore Gardens, North Sarasota, Whitfield",627,Manatee-34243,"Apopka, Orlando, Sarasota",1077,1077,0.410104837113487,0.00350755316673099
953,34243,1462,58,Sarasota,Sarasota-34243,Sarasota,"Sarasota, Desoto Lakes, North Sarasota, The Meadows",980,Sarasota-34243,Sarasota,64,64,0.265377985646427,0.000848802463498117
954,34251,1465,41,Manatee,Manatee-34251,Myakka City,Myakka City,628,Manatee-34251,"Myakka City, Orlando",246,246,1.35212657334849,0.0651314488643661
955,34251,1466,58,Sarasota,Sarasota-34251,Myakka City,Myakka City,981,Sarasota-34251,,0,0,0.614035064897347,0.0005986214131254
956,34266,1468,14,Desoto,Desoto-34266,Arcadia,"Arcadia, North Port, Gardner, Limestone, Southeast Arcadia",293,Desoto-34266,Arcadia,2330,2330,2.0268060013822,0.135333623227098
957,34266,1472,58,Sarasota,Sarasota-34266,Arcadia,North Port,982,Sarasota-34266,,0,0,0.455409066273051,0.00640103696180163
958,34269,1474,14,Desoto,Desoto-34269,Arcadia,North Port,294,Desoto-34269,"Arcadia, Lake Suzy",115,115,0.839885277546343,0.0152725160171398
959,34275,1476,58,Sarasota,Sarasota-34275,Nokomis,"Venice, Laurel, Nokomis, Osprey",983,Sarasota-34275,"Nokomis, North Venice, Venice",519,519,0.891968465886884,0.00559754129604536
960,34285,1477,58,Sarasota,Sarasota-34285,Venice,"Venice, Laurel, Nokomis, South Venice, Venice Gardens",984,Sarasota-34285,Venice,575,575,0.341701760255568,0.00217682500207444
961,34286,1480,58,Sarasota,Sarasota-34286,North Port,North Port,985,Sarasota-34286,"North Port, Northport, Sarasota, Venice",679,679,0.71101231545711,0.00954036517805224
962,34287,1482,58,Sarasota,Sarasota-34287,North Port,"North Port, Warm Mineral Springs",986,Sarasota-34287,"North Port, Orlando, Venice",700,700,0.384564902241984,0.00462133225946641
963,34288,1484,58,Sarasota,Sarasota-34288,North Port,North Port,987,Sarasota-34288,"North Port, Sarasota",363,363,0.334659399412228,0.00371087637929186
964,34289,1485,58,Sarasota,Sarasota-34289,North Port,North Port,988,Sarasota-34289,North Port,74,74,0.147230814679931,0.000989802442759763
965,34291,1486,58,Sarasota,Sarasota-34291,North Port,North Port,989,Sarasota-34291,"North Port, Venice",225,225,0.3337155519279,0.00504023662599524
966,34292,1487,58,Sarasota,Sarasota-34292,Venice,"Venice, North Port, Nokomis, Plantation, Venice Gardens",990,Sarasota-34292,Venice,515,515,0.546861422470868,0.00848692059937025
967,34293,1488,58,Sarasota,Sarasota-34293,Venice,"Venice, North Port, Plantation, South Venice, Venice Gardens, Warm Mineral Springs",991,Sarasota-34293,"Apopka, Venice",1010,1010,0.568997562874476,0.00720126296982008
968,34420,1489,42,Marion,Marion-34420,Belleview,"Belleview, Silver Springs Shores",643,Marion-34420,"Apopka, Belleview, Orlando",535,535,0.668878746844315,0.00665586768543067
969,34428,1490,9,Citrus,Citrus-34428,Crystal River,"Inglis, Crystal River",155,Citrus-34428,Crystal River,332,332,1.52083302089814,0.0167065543441614
970,34429,1492,9,Citrus,Citrus-34429,Crystal River,"Crystal River, Black Diamond, Homosassa Springs, Lecanto",156,Citrus-34429,Crystal River,515,515,4.91627469985834,0.0104455553908353
971,34431,1494,38,Levy,Levy-34431,Dunnellon,Dunnellon,597,Levy-34431,Dunnellon,<5,-2,0.545726626577516,0.00691675817374788
972,34431,1495,42,Marion,Marion-34431,Dunnellon,Dunnellon,644,Marion-34431,"Dunnellon, Orlando",265,265,0.557022803981379,0.0151312962411124
973,34432,1498,42,Marion,Marion-34432,Dunnellon,"Dunnellon, Hernando",645,Marion-34432,"Dunnellon, Orlando",278,278,1.18481842634256,0.0269993468457184
974,34433,1500,9,Citrus,Citrus-34433,Dunnellon,"Dunnellon, Citrus Springs, Pine Ridge",157,Citrus-34433,"Citrus Springs, Dunnellon, Winter Park",203,203,0.51280859303543,0.00849605978729494
975,34434,1503,9,Citrus,Citrus-34434,Dunnellon,"Dunnellon, Citrus Springs, Hernando, Pine Ridge",158,Citrus-34434,"Citrus Springs, Dunnellon",301,301,0.587425733259913,0.00634651155627818
976,34436,1505,9,Citrus,Citrus-34436,Floral City,Floral City,159,Citrus-34436,Floral City,168,168,0.824530855896642,0.0144319579131892
977,34442,1508,9,Citrus,Citrus-34442,Hernando,"Citrus Hills, Citrus Springs, Hernando, Lecanto, Pine Ridge",160,Citrus-34442,"Citrus Hills, Hernando, Orlando",438,438,0.869962820807217,0.0127918061871703
978,34445,1511,9,Citrus,Citrus-34445,Holder,"Citrus Springs, Hernando, Pine Ridge",161,Citrus-34445,Holder,7,7,0.0346545092943262,4.53606353600595e-05
979,34446,1512,9,Citrus,Citrus-34446,Homosassa,"Homosassa, Homosassa Springs, Lecanto, Sugarmill Woods",162,Citrus-34446,"Homosassa, Homosassa Springs",501,501,0.544550060999485,0.00736239905128284
980,34448,1514,9,Citrus,Citrus-34448,Homosassa,"Crystal River, Homosassa, Homosassa Springs, Lecanto, Sugarmill Woods",163,Citrus-34448,Homosassa,226,226,4.44574743012019,0.018960396742854
981,34449,1516,9,Citrus,Citrus-34449,Inglis,"Inglis, Yankeetown",164,Citrus-34449,Inglis,<5,-2,0.480450391201887,0.00199091637753116
982,34449,1517,38,Levy,Levy-34449,Inglis,"Inglis, Yankeetown",598,Levy-34449,Inglis,51,51,3.05285206950755,0.0623135287782242
983,34450,1519,9,Citrus,Citrus-34450,Inverness,"Inverness, Inverness Highlands South",165,Citrus-34450,"Inverness, Orlando",233,233,0.715435222790749,0.0111848877648428
984,34452,1521,9,Citrus,Citrus-34452,Inverness,"Inverness, Floral City, Inverness Highlands North, Inverness Highlands South",166,Citrus-34452,"Inverness, Orlando",699,699,0.721287073271381,0.0196655518550984
985,34453,1523,9,Citrus,Citrus-34453,Inverness,"Inverness, Citrus Hills, Hernando, Inverness Highlands North, Lecanto",167,Citrus-34453,"Apopka, Inverness",385,385,0.624669852078885,0.00570396288673787
986,34461,1525,9,Citrus,Citrus-34461,Lecanto,"Black Diamond, Citrus Hills, Homosassa Springs, Lecanto, Pine Ridge, Sugarmill Woods",168,Citrus-34461,"Lecanto, Orlando",615,615,1.02647459907832,0.0111377389634795
987,34465,1526,9,Citrus,Citrus-34465,Beverly Hills,"Beverly Hills, Black Diamond, Citrus Springs, Lecanto, Pine Ridge",169,Citrus-34465,"Beverly Hills, Pine Ridge",509,509,0.55045016357639,0.00581117757170484
988,34470,1527,42,Marion,Marion-34470,Ocala,Ocala,646,Marion-34470,"Ocala, Orlando",733,733,0.447641263499867,0.00370811695420484
989,34471,1528,42,Marion,Marion-34471,Ocala,Ocala,647,Marion-34471,"Ocala, Orlando",1618,1618,0.436593137359215,0.00497346909997427
990,34472,1529,42,Marion,Marion-34472,Ocala,Silver Springs Shores,648,Marion-34472,"Ocala, Orlando",1054,1054,0.541446812918602,0.0113706369754394
